catologNumber,country,locationID,decimalLatitude,decimalLongitude,eventDate,verbatimDepth,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,taxonID,scientificName,acceptedNameUsage ,acceptedNameUsageID,individualCount,Abundance,wet weight biomass,Zoobenth_tax_ww_biomass
250,NA,60,44.66589165,13.48503334,2011-11-15,25.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_253,15 min haul duration,0.01828027889,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
251,NA,61,44.463925,12.65985003,2011-11-19,25.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_254,37 min haul duration,0.04509757832,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
252,NA,62,44.448325,12.73145835,2011-11-19,25.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_255,31 min haul duration,0.03709905967,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
253,Italy,67,43.34860833,13.98505834,2011-11-26,25.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_256,32 min haul duration,0.03900893778,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
254,NA,22,44.39138333,13.6596,2011-11-16,25.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_257,17 min haul duration,0.02072148025,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
255,NA,23,44.34548333,14.0295,2011-11-14,25.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_258,15 min haul duration,0.01828027889,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
256,NA,26,44.05285,13.31329999,2011-11-17,25.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_259,39 min haul duration,0.04753877968,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
257,NA,30,43.97605,14.01731668,2011-11-14,20.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_260,34 min haul duration,0.04219685867,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,2,47.40,0.00,0.09
258,Italy,32,44.03698333,14.49535834,2011-11-14,25.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_261,31 min haul duration,0.03847043961,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
259,NA,35,43.44195,14.208875,2011-11-26,25.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_262,32 min haul duration,0.03900893778,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
260,Italy,36,43.87235835,13.72424167,2011-11-16,25.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_263,32 min haul duration,0.03829811886,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
261,NA,38,43.371125,14.16028334,2011-11-26,25.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_264,32 min haul duration,0.03900893778,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
262,Italy,69,42.66743336,14.25267499,2011-11-28,25.1500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_265,33 min haul duration,0.04022235796,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
263,Italy,72,42.26226668,14.98847499,2011-11-27,25.1500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_266,33 min haul duration,0.04095472023,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
264,Italy,75,42.038375,15.47308334,2011-11-27,25.2000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_267,33 min haul duration,0.04095472023,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
265,Italy,46,44.91069167,12.6268,2012-12-03,25.2000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_268,26 min haul duration,0.03169251978,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
266,Italy,47,44.61267503,12.45990833,2012-11-25,13.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_269,15 min haul duration,0.01828027889,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"2,947","161,211.98",10.71,585.66
267,Italy,48,44.064775,12.61257499,2012-11-26,25.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_270,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
268,Italy,50,43.05823333,14.01121667,2012-12-17,25.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_271,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
269,Italy,55,45.38404166,12.45750833,2012-12-04,25.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_272,20 min haul duration,0.02482125908,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
270,NA,56,45.33151666,12.893925,2012-12-05,25.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_273,20 min haul duration,0.02437609993,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
271,Italy,57,45.08516666,12.71777503,2012-12-05,25.349998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_274,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
272,Italy,63,44.21046666,12.60055834,2012-11-26,11.579999923706 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_275,20 min haul duration,0.02437609993,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"23,239","953,351.88",5.29,217.10
273,Italy,64,44.1456,12.5186,2012-11-26,20.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_276,31 min haul duration,0.03709905967,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,2,53.91,0.01,0.34
274,Italy,65,44.08709167,12.75957502,2012-11-26,15.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_277,29 min haul duration,0.0353471376,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,120,"3,394.90",1.17,33.22
275,Italy,66,43.59486669,13.67404165,2012-12-06,19.2000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_278,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,14,389.97,0.20,5.54
276,Italy,70,42.58365831,14.22856666,2012-12-16,25.349998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_279,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
277,Italy,71,42.27047499,14.56443335,2012-12-16,25.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_280,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
278,Italy,1,45.413375,12.53254999,2012-12-04,25.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_281,13 min haul duration,0.01584625989,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
279,Italy,2,45.61791668,13.13960834,2012-12-04,25.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_282,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
280,Italy,3,45.64021664,13.48628333,2012-12-04,25.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_283,10 min haul duration,0.01219163928,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
281,Italy,4,45.10529167,12.37725835,2012-12-05,25.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_284,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
282,Italy,5,45.146975,12.51820833,2012-12-05,25.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_285,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
283,Italy,8,44.82291667,12.48070834,2012-12-03,25.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_286,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
284,Italy,12,44.83825,12.54223334,2012-12-03,18.6499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_287,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,18,492.24,0.02,0.49
285,Italy,16,44.27195,12.38720833,2012-11-26,13.2299995422363 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_288,15 min haul duration,0.01828027889,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"6,950","380,191.13",2.58,140.86
286,Italy,17,44.33352501,12.56453333,2012-11-26,14.0500001907348 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_289,20 min haul duration,0.02437609993,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"2,509","102,928.69",30.54,"1,252.74"
287,Italy,21,44.14273334,12.76109168,2012-11-26,13.6000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_290,20 min haul duration,0.0304719191,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"4,686","153,780.92",45.44,"1,491.21"
288,Italy,24,43.92160002,13.01294999,2012-11-24,25.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_291,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
289,Italy,25,43.96866668,13.07230833,2012-11-24,15.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_292,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,109,"2,980.77",0.44,11.94
290,Italy,27,43.79368331,13.18840834,2012-11-24,25.5499992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_293,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
291,Italy,28,43.7927,13.38019166,2012-11-24,20.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_294,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,1,27.35,0.02,0.64
292,Italy,31,43.585825,13.59514999,2012-12-07,25.5499992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_295,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
293,Italy,34,43.35581667,13.89284169,2012-12-17,25.599998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_296,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
294,Italy,37,43.10913333,13.93215834,2012-12-17,25.599998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_297,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
295,Italy,43,45.38431667,12.39785,2012-12-04,25.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_298,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
296,Italy,44,45.46498334,12.72218332,2012-12-04,25.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_299,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
297,Italy,73,42.09178334,14.88250001,2012-12-16,25.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_300,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
298,Italy,74,41.99115001,15.0615,2012-12-16,25.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_301,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
